  0.0, -606565.687,-5460030.386, 3229625.621
  0.1, -606565.687,-5460030.386, 3229625.621
  0.2, -606565.687,-5460030.386, 3229625.621
  0.3, -606565.687,-5460030.386, 3229625.621
  0.4, -606565.687,-5460030.386, 3229625.621
  0.5, -606565.687,-5460030.386, 3229625.621
  0.6, -606565.687,-5460030.386, 3229625.621
  0.7, -606565.687,-5460030.386, 3229625.621
  0.8, -606565.687,-5460030.386, 3229625.621
  0.9, -606565.687,-5460030.386, 3229625.621
  1.0, -606565.687,-5460030.386, 3229625.621
  1.1, -606565.687,-5460030.386, 3229625.621
  1.2, -606565.687,-5460030.386, 3229625.621
  1.3, -606565.687,-5460030.386, 3229625.621
  1.4, -606565.687,-5460030.386, 3229625.621
  1.5, -606565.687,-5460030.386, 3229625.621
  1.6, -606565.687,-5460030.386, 3229625.621
  1.7, -606565.687,-5460030.386, 3229625.621
  1.8, -606565.687,-5460030.386, 3229625.621
  1.9, -606565.687,-5460030.386, 3229625.621
  2.0, -606565.687,-5460030.386, 3229625.621
  2.1, -606565.687,-5460030.386, 3229625.621
  2.2, -606565.687,-5460030.386, 3229625.621
  2.3, -606565.687,-5460030.386, 3229625.621
  2.4, -606565.687,-5460030.386, 3229625.621
  2.5, -606565.687,-5460030.386, 3229625.621
  2.6, -606565.687,-5460030.386, 3229625.621
  2.7, -606565.687,-5460030.386, 3229625.621
  2.8, -606565.687,-5460030.386, 3229625.621
  2.9, -606565.687,-5460030.386, 3229625.621
  3.0, -606565.687,-5460030.386, 3229625.621
  3.1, -606565.687,-5460030.386, 3229625.621
  3.2, -606565.687,-5460030.386, 3229625.621
  3.3, -606565.687,-5460030.386, 3229625.621
  3.4, -606565.687,-5460030.386, 3229625.621
  3.5, -606565.687,-5460030.386, 3229625.621
  3.6, -606565.687,-5460030.386, 3229625.621
  3.7, -606565.687,-5460030.386, 3229625.621
  3.8, -606565.687,-5460030.386, 3229625.621
  3.9, -606565.687,-5460030.386, 3229625.621
  4.0, -606565.687,-5460030.386, 3229625.621
  4.1, -606565.687,-5460030.386, 3229625.621
  4.2, -606565.687,-5460030.386, 3229625.621
  4.3, -606565.687,-5460030.386, 3229625.621
  4.4, -606565.687,-5460030.386, 3229625.621
  4.5, -606565.687,-5460030.386, 3229625.621
  4.6, -606565.687,-5460030.386, 3229625.621
  4.7, -606565.687,-5460030.386, 3229625.621
  4.8, -606565.687,-5460030.386, 3229625.621
  4.9, -606565.687,-5460030.386, 3229625.621
  5.0, -606565.687,-5460030.386, 3229625.621
